1.118243;0.117249;0.078676;1
0.075446;0.438464;0.017472;1
0.435048;0.035697;0.018986;1
0.671363;3.260510;0.651793;1
0.204924;0.117188;0.120459;1
0.074969;0.481782;0.537198;1
0.066328;0.223453;0.167724;1
0.060786;0.169120;0.047417;1
0.133384;0.355251;0.607099;1
0.533855;1.843799;1.175757;1
0.008691;0.218373;0.014903;1
0.093001;0.000137;0.145319;1
0.886499;0.225275;2.047853;1
0.001549;0.028952;0.183900;1
0.249513;0.729690;0.494602;1
0.219802;0.273683;0.609159;1
0.000700;0.075608;0.040167;1
0.258280;0.062149;0.321461;1
0.324056;0.522722;0.006179;1
0.020250;0.001094;0.021952;0
0.032956;0.010132;0.202394;0
0.167451;0.085395;0.012696;0
0.296448;0.337292;0.134134;1
0.234367;0.812139;0.035306;1
0.324178;0.073591;0.183049;1
0.666773;0.125828;0.000052;1
0.163048;0.145627;0.945950;1
0.124231;0.108741;0.415702;1
0.212487;0.008913;0.475646;1
0.038933;0.071693;0.001333;1
0.485851;0.017704;0.007607;1
0.111456;0.495383;0.561850;1
0.274519;0.003518;0.035485;1
0.329567;0.039611;0.414298;1
0.117930;0.017762;0.761274;1
0.101265;0.003877;0.224426;1
0.022232;0.025751;0.154860;1
0.186012;0.061695;0.187156;0
0.013181;0.346814;1.156157;1
0.007749;0.024254;0.456313;1
0.061221;0.114308;0.086911;1
0.000115;0.157826;0.226266;1
1.092883;0.125836;0.285943;1
0.012981;0.029956;0.333008;1
0.001140;0.000580;0.679972;1
0.383136;0.000562;0.175782;1
0.277802;0.068025;0.000110;0
0.038242;0.170863;0.590904;1
0.060398;0.000284;0.138910;0
0.032512;0.045094;0.008499;0
0.166095;0.050791;0.064659;0
0.131950;0.088087;0.015361;0
0.157543;0.007665;0.001451;0
0.144323;0.039496;0.042592;1
0.006022;0.138316;0.121580;1
0.108096;0.000720;0.011475;0
0.285961;0.164824;0.033127;1
0.062705;0.029182;0.235666;1
0.183258;0.098681;0.102171;0
0.226355;0.178429;0.096354;0
0.075321;0.234830;0.091929;0
0.088004;0.304203;0.122288;0
0.299702;0.280085;0.001724;1
0.070862;0.329787;0.487639;0
0.037865;0.073298;0.202034;1
0.043461;0.016130;0.134082;1
0.102701;0.164869;0.013937;0
0.163828;0.013382;0.021811;0
0.248092;2.615087;0.139012;0
0.140739;0.027160;0.002624;0
0.096793;0.607965;0.005891;1
0.001254;1.685403;0.909648;0
0.400818;0.027188;0.304643;1
0.001731;0.000443;0.259790;1
0.091525;0.015015;0.021266;0
0.026990;0.119488;0.077111;1
0.009215;0.119307;0.038966;0
0.513734;0.026140;0.000503;1
1.801703;0.696316;0.250937;1
0.054078;0.002006;0.026178;0
0.035520;0.090924;0.011758;0
0.018035;0.195245;0.226502;0
1.534643;0.157439;0.000094;1
0.335431;0.018519;0.448726;1
0.062566;0.007624;0.056179;0
0.143075;0.085938;0.001346;1
0.004885;0.000813;0.167206;1
0.169929;0.150364;0.181204;1
0.011547;0.026576;0.000101;0
0.020995;0.031849;0.000405;0
0.033380;0.081006;0.005993;0
0.000844;0.008718;0.021661;1
0.107286;0.258561;0.017386;0
0.051090;0.028765;0.000411;0
0.101961;0.009615;0.022886;1
0.255739;0.139245;0.020945;1
0.088907;0.001409;0.066888;0
0.201712;0.043734;0.150220;0
0.105097;0.004179;0.113906;0
0.005026;0.012605;0.002493;1
0.002479;0.059838;0.000427;1
0.274549;0.384523;0.002890;0
0.157332;0.062672;0.000491;0
0.059245;0.105614;0.019327;0
0.095847;0.062271;0.058578;0
0.136680;0.505692;0.459851;1
0.007429;0.099788;0.020147;0
0.132050;0.033127;0.138588;0
2.255618;0.029748;0.022363;1
0.065725;0.013755;0.074310;0
0.082229;0.208535;0.173878;0
0.000141;0.160545;0.277549;0
0.170663;0.476043;0.261332;0
0.024078;0.390527;0.187131;0
0.083373;0.326431;0.177626;0
0.055394;0.002870;0.017774;0
0.058192;0.415257;0.822800;0
0.128028;0.076056;0.426132;1
0.325107;0.175628;0.233542;1
0.009583;0.164311;0.020083;1
0.116407;0.004262;0.266342;0
0.147097;0.054259;0.033055;1
2.200157;0.165723;2.497947;1
0.007861;0.000127;0.080259;0
0.064191;0.016709;0.004449;0
0.130749;0.108840;0.028027;0
0.005401;0.025648;0.286343;1
0.048736;0.386552;0.098218;1
0.026265;0.052583;0.025660;0
0.285341;0.067823;0.085473;1
0.046643;0.062549;0.071512;0
0.027137;0.034019;0.099330;1
0.024210;0.041133;0.091280;1
0.006654;0.075944;0.027996;0
0.062391;0.246659;0.019706;1
0.051711;0.005431;0.009033;1
0.089505;0.007184;0.218645;0
0.140456;0.005404;0.029849;0
0.189272;0.022859;0.840473;1
0.052509;0.054570;0.080377;0
0.332798;0.010199;0.044262;0
0.023938;0.050181;0.019269;1
0.079815;0.024927;0.007777;0
0.044667;0.000256;0.130274;0
0.249985;0.024657;0.025486;0
0.007106;0.423241;0.027044;0
0.076218;0.722773;0.065929;1
0.002045;0.036223;0.315061;0
0.002250;0.004688;0.068207;0
0.123088;0.154635;0.013745;0
0.027536;0.002889;0.018972;0
0.000092;1.578803;0.000225;0
0.665786;4.881613;3.377208;0
0.185426;0.001938;0.000591;0
0.012429;0.027573;0.049491;0
0.077412;0.000001;0.039753;0
0.222521;0.004431;0.130461;1
0.007475;0.291160;0.130979;0
0.176737;0.014055;0.051305;0
0.289846;0.037627;0.004129;0
0.004728;0.098461;0.136929;0
0.151828;0.261678;0.564014;1
0.500462;0.125709;0.152974;1
0.023232;0.066664;0.044893;0
0.399428;0.535889;0.022547;1
0.118885;0.231639;0.001620;0
0.254636;0.000001;0.056062;0
0.019490;0.128388;0.059982;1
0.340091;0.098406;0.085907;1
0.051756;0.104862;0.004798;0
0.083689;0.000403;0.015382;0
0.011879;0.087649;0.007692;1
0.105182;0.049422;0.289135;1
0.160616;0.081010;0.446431;0
0.287192;0.001534;0.151651;0
0.378972;0.032554;0.006587;0
0.018142;1.519371;1.138123;0
0.115647;0.015410;0.067759;1
0.327601;0.354078;0.012065;0
0.218550;0.047954;0.020583;0
1.197407;0.969591;0.025326;1
1.073528;0.010425;0.612845;1
0.007620;0.079897;0.143164;1
0.093582;0.009002;0.181731;0
0.002013;0.030219;0.416805;1
0.200137;0.020565;0.064343;0
0.001762;0.394542;0.308472;1
0.106418;0.004909;0.007529;0
0.145000;0.000749;0.018286;0
0.149148;0.037618;0.001443;0
0.563051;1.981819;0.006645;1
0.039044;0.009110;0.678508;0
0.409904;0.007051;1.062480;0
0.041909;0.238065;0.055432;1
0.090243;0.075286;0.002969;1
0.105157;0.029061;0.009129;0
0.082599;0.160311;0.108582;1
0.021579;0.184336;0.379361;1
0.159623;0.160222;0.095692;1
0.020897;0.004515;0.918834;1
0.028727;0.000422;0.002874;0
0.036002;0.136476;0.059321;1
1.080553;0.013255;0.003054;1
0.274496;0.294201;0.321485;1
0.008075;0.013161;0.025838;0
0.000659;0.015210;0.321587;1
0.157945;0.052745;0.000053;0
0.002639;0.239975;0.012316;1
0.001308;0.133284;0.270684;0
0.056109;0.188819;0.133255;0
0.306014;0.283335;0.469601;1
0.118989;0.004861;0.022188;0
1.997049;1.757145;6.377715;1
0.150474;0.206796;3.136904;1
0.083283;0.211105;0.002656;1
0.022989;0.143337;0.199079;1
0.002000;0.160074;0.024544;0
0.100575;0.036475;0.181779;0
0.323385;0.250525;0.052087;1
0.244447;0.672377;0.000003;1
0.074545;0.016610;0.145238;0
0.012378;0.005936;0.130710;0
0.117177;0.101274;0.003114;0
0.043028;0.000856;0.430927;1
0.081277;0.062141;0.006249;0
0.009029;0.048269;0.004478;0
0.200717;0.008957;0.048468;0
0.002008;0.011657;0.114147;0
0.028103;0.001257;0.075310;0
0.100475;0.370913;0.381744;1
0.140391;0.000484;0.523095;1
0.213749;0.056633;0.008104;0
0.178849;0.051517;0.011244;0
0.145529;0.479157;0.002633;1
0.215611;0.041734;0.002245;0
0.072098;0.056193;0.003377;0
0.934530;0.532826;0.000138;1
0.092754;0.482086;0.117378;1
0.006151;0.039849;0.094918;0
0.148526;0.143349;0.076696;1
0.065669;0.045585;0.002309;0
0.265292;0.093613;0.049202;0
0.023148;0.708350;0.027376;0
0.045292;0.077491;0.099630;0
0.190629;0.032521;0.050364;1
0.068867;0.133301;0.368467;0
0.137947;0.042421;0.004369;0
0.013927;0.172171;0.163047;0
0.088254;0.016420;0.018739;0
0.081771;0.006551;0.022371;0
0.675306;0.132936;0.073879;1
0.121684;0.013025;0.006020;0
0.664229;0.008616;0.102180;1
0.022850;0.097337;0.174484;1
0.182293;0.243391;0.192353;1
0.002806;0.004798;0.062954;1
0.540753;0.102634;0.014360;1
0.365488;0.468363;0.043364;1
1.009368;0.332191;0.525845;1
0.180302;0.035067;0.770816;1
0.151015;0.350952;0.194679;1
